topic,authors,title,publicationName,doi,volume,issue,pageRange,coverDate,affiliation,citedbyCount,affilname,affiliation-country,year,month
CHEM,Li X.,Enhancing Fenton-like degradation efficiency over a broad pH range through synergistic interactions among varied acidity sites in M<inf>1</inf>-O-M<inf>2</inf> structures,Separation and Purification Technology,10.1016/j.seppur.2024.128366,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Beijing University of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",-0.1234553128007165,Beijing University of Technology,China,2025,1
CHEM,Wang L.,The stepwise extraction strategy for selective recovery of scandium from hydrochloric acid leachate of bauxite residue based on reactivity of metal ions,Separation and Purification Technology,10.1016/j.seppur.2024.128214,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Shanxi University', 'affiliation-city': 'Taiyuan', 'affiliation-country': 'China'}]",-0.1234553128007165,Shanxi University,China,2025,1
CHEM,Li Q.,Synthesis and utilization of a novel amidoxime collector for the flotation separation of cuprite from calcite,Separation and Purification Technology,10.1016/j.seppur.2024.128447,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Kunming University of Science and Technology', 'affiliation-city': 'Kunming', 'affiliation-country': 'China'}]",-0.1234553128007165,Kunming University of Science and Technology,China,2025,1
CHEM,Zhao F.,Synthesis of novel collagen-based aerogel with slit-shaped pore structure: Study on its adsorption mechanism on copper ions,Separation and Purification Technology,10.1016/j.seppur.2024.128456,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Bohai University', 'affiliation-city': 'Jinzhou', 'affiliation-country': 'China'}]",-0.1234553128007165,Bohai University,China,2025,1
CHEM,Zhang H.,Innovative free radical induced synthesis of WO<inf>3</inf>-doped diethyl malonate grafted chitosan encapsulated with phosphorylated alginate matrix for UO<inf>2</inf><sup>2+</sup> adsorption: Parameters optimisation through response surface methodology,Separation and Purification Technology,10.1016/j.seppur.2024.128455,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'East China Institute of Technology', 'affiliation-city': 'Fuzhou', 'affiliation-country': 'China'}]",-0.1234553128007165,East China Institute of Technology,China,2025,1
CHEM,Sang L.,CO<inf>2</inf> desorption and mass transfer characteristic study in micropacked bed reactors,Separation and Purification Technology,10.1016/j.seppur.2024.128420,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Beijing Institute of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",-0.1234553128007165,Beijing Institute of Technology,China,2025,1
CHEM,Jiao Y.,Adsorption efficiency and in-situ catalytic thermal degradation behaviour of microplastics from water over Fe-modified lignin-based magnetic biochar,Separation and Purification Technology,10.1016/j.seppur.2024.128468,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Shandong University of Technology', 'affiliation-city': 'Zibo', 'affiliation-country': 'China'}]",-0.1234553128007165,Shandong University of Technology,China,2025,1
CHEM,Li J.,Fe<sup>3+</sup>-modified polyamide membrane with a porous network structure: Rapid permeation and efficient interception of trace organic compounds,Separation and Purification Technology,10.1016/j.seppur.2024.128294,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Ningbo University', 'affiliation-city': 'Ningbo', 'affiliation-country': 'China'}]",-0.1234553128007165,Ningbo University,China,2025,1
CHEM,Roselli M.,Recovery of lactose from acid whey by nanofiltration: An experimental study,Separation and Purification Technology,10.1016/j.seppur.2024.128303,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Alma Mater Studiorum Università di Bologna', 'affiliation-city': 'Bologna', 'affiliation-country': 'Italy'}]",-0.1234553128007165,Alma Mater Studiorum Università di Bologna,Italy,2025,1
CHEM,Peng S.,Identifying the active sites and their interaction mechanism in the CO catalytic combustion process over Co<inf>3</inf>O<inf>4</inf>,Separation and Purification Technology,10.1016/j.seppur.2024.128401,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Huazhong University of Science and Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",-0.1234553128007165,Huazhong University of Science and Technology,China,2025,1
CHEM,Chen Z.,Enhancing production of hydrogen and simultaneous degradation of ciprofloxacin over Sn doped SrTiO<inf>3</inf> piezocatalyst,Separation and Purification Technology,10.1016/j.seppur.2024.128307,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Guangdong Polytechnic of Environmental Protection Engineering', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",-0.1234553128007165,Guangdong Polytechnic of Environmental Protection Engineering,China,2025,1
CHEM,Wang D.D.,"Separation of uranium from lanthanides (La, Ce, Nd) and purification of waste salt via aluminum electrodes with different structures in LiCl-KCl eutectic",Separation and Purification Technology,10.1016/j.seppur.2024.128328,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Institute of High Energy Physics, Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Harbin Engineering University', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",-0.1234553128007165,"Institute of High Energy Physics, Chinese Academy of Sciences",China,2025,1
CHEM,Li Y.,Efficient adsorption performance and mechanism of fluoroquinolone antibiotic onto the acid wash-assisted Co NPs/N-C adsorbent,Separation and Purification Technology,10.1016/j.seppur.2024.128457,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Lanzhou University', 'affiliation-city': 'Lanzhou', 'affiliation-country': 'China'}]",-0.1234553128007165,Lanzhou University,China,2025,1
CHEM,Yao Z.,Efficient decontamination and detoxification of phenols by photocatalytic CQDs@Ag<inf>3</inf>PO<inf>4</inf>: Re-insights into the targeted reduction and coupling processes of ·O<inf>2</inf><sup>–</sup> and <sup>1</sup>O<inf>2</inf>,Separation and Purification Technology,10.1016/j.seppur.2024.128306,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Tongji University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,Tongji University,China,2025,1
CHEM,Wang Z.,Highly efficient photoreduction of CO<inf>2</inf> to CO: Synergistic optimisation of progressive electron transfer via Fe<sup>2+</sup> and oxygen vacancies,Separation and Purification Technology,10.1016/j.seppur.2024.128392,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Fuzhou University', 'affiliation-city': 'Fuzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Anhui University of Technology', 'affiliation-city': 'Maanshan', 'affiliation-country': 'China'}]",-0.1234553128007165,Fuzhou University,China,2025,1
CHEM,Meng Q.,Selective adsorption mechanism of polyoxyethylene alkyl amine in reverse flotation separation of fayalite and magnetite without depressant,Separation and Purification Technology,10.1016/j.seppur.2024.128463,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'China University of Mining &amp; Technology, Beijing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",-0.1234553128007165,"China University of Mining &amp; Technology, Beijing",China,2025,1
CHEM,Ning H.,Recent advances in process and materials for dry desulfurization of industrial flue gas: An overview,Separation and Purification Technology,10.1016/j.seppur.2024.128425,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Institute of Process Engineering Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shenyang University of Chemical Technology', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",-0.1234553128007165,Institute of Process Engineering Chinese Academy of Sciences,China,2025,1
CHEM,Liu S.,"Reactive distillation with inter-integrated vapor permeation for 1,3-Dioxolane production: Experiments, modeling, process analysis and design",Separation and Purification Technology,10.1016/j.seppur.2024.128372,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Tianjin University', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}]",-0.1234553128007165,Tianjin University,China,2025,1
CHEM,Zhong H.,Efficient adsorption removal of carbamazepine from water by dual-activator modified hydrochar,Separation and Purification Technology,10.1016/j.seppur.2024.128287,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Key Laboratory of Yangtze River Water Environment Ministry of Education', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Tongji University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,Key Laboratory of Yangtze River Water Environment Ministry of Education,China,2025,1
CHEM,Aguilar-Pozo V.B.,Kinetic study of magnesium dissolution using a magnesium oxide industrial by-product,Separation and Purification Technology,10.1016/j.seppur.2024.128406,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Universitat de Barcelona', 'affiliation-city': 'Barcelona', 'affiliation-country': 'Spain'}]",-0.1234553128007165,Universitat de Barcelona,Spain,2025,1
CHEM,Xia W.,Efficient separation of catechyl lignin from castor seed coats via molten salt hydrate,Separation and Purification Technology,10.1016/j.seppur.2024.128487,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Qilu University of Technology', 'affiliation-city': 'Jinan', 'affiliation-country': 'China'}]",-0.1234553128007165,Qilu University of Technology,China,2025,1
CHEM,Cao G.,Study on the influence of spiral guide vanes on gas/particle flow characteristics in FCC cyclone separator,Separation and Purification Technology,10.1016/j.seppur.2024.128352,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'China University of Petroleum-Beijing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",-0.1234553128007165,China University of Petroleum-Beijing,China,2025,1
CHEM,Li G.,Sulfuric acid leaching of ferronickel and preparation of precursor materials for power batteries: Strategy of enhanced leaching through thermal activation and its mechanism,Separation and Purification Technology,10.1016/j.seppur.2024.128469,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Central South University', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}]",-0.1234553128007165,Central South University,China,2025,1
CHEM,Li Q.,Cadmium doping induced type-II to Z-scheme switching in CdSe/BiVO<inf>4</inf> heterojunction for enhancing photocatalytic hydrogen production,Separation and Purification Technology,10.1016/j.seppur.2024.128444,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Taiyuan University of Technology', 'affiliation-city': 'Taiyuan', 'affiliation-country': 'China'}]",-0.1234553128007165,Taiyuan University of Technology,China,2025,1
CHEM,Zhang D.,Efficient Low-Pressure CO<inf>2</inf> capture via ZIF-8 modified by deep eutectic solvents,Separation and Purification Technology,10.1016/j.seppur.2024.128359,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Key Laboratory for Power Machinery and Engineering of Ministry of Education', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shanghai Non-carbon Energy Conversion and Utilization Institute', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,Key Laboratory for Power Machinery and Engineering of Ministry of Education,China,2025,1
CHEM,Gao Y.,Electric-field activating on-surface tailored (OST) coarse polyester fibers for efficient airborne particle removal: Interfacial morphologies and electrical response,Separation and Purification Technology,10.1016/j.seppur.2024.128291,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Tsinghua University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",-0.1234553128007165,Tsinghua University,China,2025,1
CHEM,Qi H.O.,"Indolo[3,2-b]carbazole-based Hyper-Crosslinked organic polymers for adsorptive separation of C<inf>3</inf>H<inf>6</inf>/C<inf>2</inf>H<inf>4</inf>",Separation and Purification Technology,10.1016/j.seppur.2024.128349,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Nanjing Tech University', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",-0.1234553128007165,Nanjing Tech University,China,2025,1
CHEM,Fan J.,Efficient recovery of gallium(Ⅲ) from alkaline solution by electrosorption using biomass-derived carbon aerogel electrodes,Separation and Purification Technology,10.1016/j.seppur.2024.128297,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'China University of Mining and Technology', 'affiliation-city': 'Xuzhou', 'affiliation-country': 'China'}]",-0.1234553128007165,China University of Mining and Technology,China,2025,1
CHEM,Yu Q.,Exploring electron-transfer pathways in co-pyrolyzed waste-derived carbocatalyst for enhanced peroxydisulfate activation,Separation and Purification Technology,10.1016/j.seppur.2024.128313,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Chongqing University', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}]",-0.1234553128007165,Chongqing University,China,2025,1
CHEM,Su M.,Fe/Mn-MOFs with monocarboxylic acid-induced defects enhances the catalytic oxidation of calcium sulfite in desulfurization ash,Separation and Purification Technology,10.1016/j.seppur.2024.128300,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Xiangtan University', 'affiliation-city': 'Xiangtan', 'affiliation-country': 'China'}]",-0.1234553128007165,Xiangtan University,China,2025,1
CHEM,Chen J.,Mechanism and technological method of leaching metals from waste lithium-ion batteries by synergistic action of natural organic reductants and mechanochemical method,Separation and Purification Technology,10.1016/j.seppur.2024.128371,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Shanghai Polytechnic University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,Shanghai Polytechnic University,China,2025,1
CHEM,Peng Y.,Reversible and selective ammonia capture by a layered Co(II) coordination polymer with dense carboxyl pendants,Separation and Purification Technology,10.1016/j.seppur.2024.128360,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Zhengzhou University of Light Industry', 'affiliation-city': 'Zhengzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Zhengzhou University', 'affiliation-city': 'Zhengzhou', 'affiliation-country': 'China'}]",-0.1234553128007165,Zhengzhou University of Light Industry,China,2025,1
CHEM,Li S.,Nanoconfined polyethyleneimine in mesoporous MCM-41 silica for heavy metal ions removal,Separation and Purification Technology,10.1016/j.seppur.2024.128421,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Ningbo University', 'affiliation-city': 'Ningbo', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ningbo University of Technology', 'affiliation-city': 'Ningbo', 'affiliation-country': 'China'}]",-0.1234553128007165,Ningbo University,China,2025,1
CHEM,Ye X.,Unconventional extraction of uranium from seawater through microenvironment-specific conjugated microporous poly(aniline)s,Separation and Purification Technology,10.1016/j.seppur.2024.128362,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Fuzhou University', 'affiliation-city': 'Fuzhou', 'affiliation-country': 'China'}]",-0.1234553128007165,Fuzhou University,China,2025,1
CHEM,Zheng Y.,Parametric design of curved hydrocyclone and its optimization based on artificial neural networks prediction,Separation and Purification Technology,10.1016/j.seppur.2024.128445,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Shanghai Institute of Technology', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,Shanghai Institute of Technology,China,2025,1
CHEM,Tang M.,Isomolar high-entropy engineering and Ac-coordination regulated nanocubic hydroxystannate for synergistic adsorption-photocatalytic acetaldehyde abatement under anoxic conditions,Separation and Purification Technology,10.1016/j.seppur.2024.128355,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Guangxi University', 'affiliation-city': 'Nanning', 'affiliation-country': 'China'}]",-0.1234553128007165,Guangxi University,China,2025,1
CHEM,Farahbakhsh J.,An innovative NH<inf>2</inf>-UiO-66/NH<inf>2</inf>-MIL-125 MOF-on-MOF structure to improve the performance and antifouling properties of ultrafiltration membranes,Separation and Purification Technology,10.1016/j.seppur.2024.128273,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Edith Cowan University', 'affiliation-city': 'Perth', 'affiliation-country': 'Australia'}]",-0.1234553128007165,Edith Cowan University,Australia,2025,1
CHEM,Wang H.,Comet-like Co-MOF with TiO<inf>2</inf> nanoparticles decorated used to efficiently activate peroxymonosulfate for larotrectinib degradation through radical and non-radical pathways,Separation and Purification Technology,10.1016/j.seppur.2024.128424,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Chinese Academy of Forestry', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",-0.1234553128007165,Chinese Academy of Forestry,China,2025,1
CHEM,Chen M.,Recent advances in alginate-based hydrogels for the adsorption–desorption of heavy metal ions from water: A review,Separation and Purification Technology,10.1016/j.seppur.2024.128265,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Changsha University of Science and Technology', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}]",-0.1234553128007165,Changsha University of Science and Technology,China,2025,1
CHEM,Li W.,Comprehensive recovery of arsenic and valuable metals from lead smelting flue dust: Process optimization and mechanism investigation,Separation and Purification Technology,10.1016/j.seppur.2024.128497,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Hunan Agricultural University', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}]",-0.1234553128007165,Hunan Agricultural University,China,2025,1
CHEM,Wang Q.,Asphalt-derived hierarchical porous carbon as an efficient adsorbent for benzene,Separation and Purification Technology,10.1016/j.seppur.2024.128467,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'State Key Laboratory of Heavy Oil Processing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Institute of Process Engineering Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",-0.1234553128007165,State Key Laboratory of Heavy Oil Processing,China,2025,1
CHEM,Huang S.H.,Engineered PEI-WS<inf>2</inf> nanocomposite membranes for highly efficient pervaporation of water/isopropanol mixture,Separation and Purification Technology,10.1016/j.seppur.2024.128316,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'Chung Yuan Christian University', 'affiliation-city': 'Taoyuan', 'affiliation-country': 'Taiwan'}, {'@_fa': 'true', 'affilname': 'National Ilan University', 'affiliation-city': 'Yilan', 'affiliation-country': 'Taiwan'}]",-0.1234553128007165,Chung Yuan Christian University,Taiwan,2025,1
CHEM,Moradi M.,Enantioseparation of ofloxacin using a liquid–liquid extraction system based on hydrophobic eutectic solvents,Separation and Purification Technology,10.1016/j.seppur.2024.128462,353,,,2025-01-19,"[{'@_fa': 'true', 'affilname': 'CICECO – Instituto de Materiais de Aveiro', 'affiliation-city': 'Aveiro', 'affiliation-country': 'Portugal'}, {'@_fa': 'true', 'affilname': 'Amirkabir University of Technology', 'affiliation-city': 'Tehran', 'affiliation-country': 'Iran'}]",-0.1234553128007165,CICECO – Instituto de Materiais de Aveiro,Portugal,2025,1
PHYS,Pham D.L.,Perspectives on label-free microscopy of heterogeneous and dynamic biological systems,Journal of biomedical optics,10.1117/1.JBO.29.S2.S22702,29,,S22702,2025-12-01,"[{'@_fa': 'true', 'affilname': 'UW-Madison College of Engineering', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",-0.1234553128007165,UW-Madison College of Engineering,United States,2025,12
PHYS,Quispe Poma V.,Incidence of Tara Ash on the Physical-Mechanical Properties of Concrete F'c = 350 Kg/Cm²,Nanotechnology Perceptions,10.62441/nano-ntp.v21i1.1,21,1,1-25,2025-01-01,"[{'@_fa': 'true', 'affilname': 'Universidad César Vallejo', 'affiliation-city': 'Trujillo', 'affiliation-country': 'Peru'}]",-0.1234553128007165,Universidad César Vallejo,Peru,2025,1
PHYS,Silva Mangiante E.M.,Elementary Preservice Teachers’ Coding and Perceptions of Questions Posed during Mathematics Practicum Lessons,"International Journal of Science, Mathematics and Technology Learning",10.18848/2327-7971/CGP/v31i02/1-21,31,2,1-21,2024-12-30,"[{'@_fa': 'true', 'affilname': 'Salve Regina University', 'affiliation-city': 'Newport', 'affiliation-country': 'United States'}]",-0.1234553128007165,Salve Regina University,United States,2024,12
PHYS,Lemonidis C.,Application of a Modified Version of the Integrated Hierarchical Model of Computational Estimation Strategies (IHMCES) Method,"International Journal of Science, Mathematics and Technology Learning",10.18848/2327-7971/CGP/v31i02/23-44,31,2,23-44,2024-12-30,"[{'@_fa': 'true', 'affilname': 'University of Western Macedonia', 'affiliation-city': 'Kozani', 'affiliation-country': 'Greece'}]",-0.1234553128007165,University of Western Macedonia,Greece,2024,12
PHYS,Refaeli Z.,A simple method for pulse contrast enhancement via self-focusing,High Power Laser Science and Engineering,10.1017/hpl.2023.99,12,,,2024-12-29,"[{'@_fa': 'true', 'affilname': 'Hebrew University of Jerusalem', 'affiliation-city': 'Jerusalem', 'affiliation-country': 'Israel'}, {'@_fa': 'true', 'affilname': 'Soreq Nuclear Research Center', 'affiliation-city': 'Yaune', 'affiliation-country': 'Israel'}]",-0.1234553128007165,Hebrew University of Jerusalem,Israel,2024,12
PHYS,Xie X.,Generation of millijoule-level sub-5 fs violet laser pulses,High Power Laser Science and Engineering,10.1017/hpl.2023.100,12,,,2024-12-22,"[{'@_fa': 'true', 'affilname': 'Paul Scherrer Institut', 'affiliation-city': 'Villigen', 'affiliation-country': 'Switzerland'}]",-0.1234553128007165,Paul Scherrer Institut,Switzerland,2024,12
PHYS,Banarase S.J.,Orchard Guard: Deep Learning powered apple leaf disease detection with MobileNetV2 model,Journal of Integrated Science and Technology,10.62110/sciencein.jist.2024.v12.799,12,4,,2024-12-17,"[{'@_fa': 'true', 'affilname': 'Zeal College of Engineering and Research', 'affiliation-city': 'Pune', 'affiliation-country': 'India'}]",-0.1234553128007165,Zeal College of Engineering and Research,India,2024,12
PHYS,Tao X.,Low-Dose Radiation Risks of Lymphohematopoietic Cancer Mortality in U.S. Shipyard Workers,Radiation Research,10.1667/RADE-22-00092.1,201,6,586-603,2024-12-15,"[{'@_fa': 'true', 'affilname': 'Johns Hopkins University School of Medicine', 'affiliation-city': 'Baltimore', 'affiliation-country': 'United States'}]",0.9988657126603426,Johns Hopkins University School of Medicine,United States,2024,12
PHYS,Brown M.J.I.,Radio continuum from the most massive early-type galaxies detected with ASKAP RACS,Publications of the Astronomical Society of Australia,10.1017/pasa.2023.62,41,,,2024-12-15,"[{'@_fa': 'true', 'affilname': 'Monash University', 'affiliation-city': 'Clayton', 'affiliation-country': 'Australia'}]",-0.1234553128007165,Monash University,Australia,2024,12
PHYS,Xu S.,High-repetition-rate and high-power efficient picosecond thin-disk regenerative amplifier,High Power Laser Science and Engineering,10.1017/hpl.2023.97,12,,,2024-12-15,"[{'@_fa': 'true', 'affilname': 'Shenzhen Technology University', 'affiliation-city': 'Shenzhen', 'affiliation-country': 'China'}]",-0.1234553128007165,Shenzhen Technology University,China,2024,12
PHYS,Ferreira G.C.G.,Symmetric periodic orbits in symmetric billiards,Nonlinearity,10.1088/1361-6544/ad0c94,37,1,,2024-12-14,"[{'@_fa': 'true', 'affilname': 'Universidade Federal de Ouro Preto', 'affiliation-city': 'Ouro Preto', 'affiliation-country': 'Brazil'}]",-0.1234553128007165,Universidade Federal de Ouro Preto,Brazil,2024,12
PHYS,Monticelli D.D.,Blow-up for semilinear parabolic equations in cones of the hyperbolic space,Nonlinearity,10.1088/1361-6544/ad0b3c,37,1,,2024-12-14,"[{'@_fa': 'true', 'affilname': 'Politecnico di Milano', 'affiliation-city': 'Milan', 'affiliation-country': 'Italy'}]",-0.1234553128007165,Politecnico di Milano,Italy,2024,12
PHYS,Ma T.,Canonical curves and Kropina metrics in Lagrangian contact geometry,Nonlinearity,10.1088/1361-6544/ad0c2b,37,1,,2024-12-14,"[{'@_fa': 'true', 'affilname': 'HSE University', 'affiliation-city': 'Moscow', 'affiliation-country': 'Russian Federation'}]",-0.1234553128007165,HSE University,Russian Federation,2024,12
PHYS,Finco D.,Well-posedness of the three-dimensional NLS equation with sphere-concentrated nonlinearity,Nonlinearity,10.1088/1361-6544/ad0aac,37,1,,2024-12-14,"[{'@_fa': 'true', 'affilname': 'Università Telematica Internazionale UNINETTUNO', 'affiliation-city': 'Rome', 'affiliation-country': 'Italy'}]",-0.1234553128007165,Università Telematica Internazionale UNINETTUNO,Italy,2024,12
PHYS,Sequeira P.M.,An in-reachability based classification of invariant synchrony patterns in weighted coupled cell networks,Nonlinearity,10.1088/1361-6544/ad0d71,37,1,,2024-12-14,"[{'@_fa': 'true', 'affilname': 'Universidade do Porto', 'affiliation-city': 'Porto', 'affiliation-country': 'Portugal'}]",-0.1234553128007165,Universidade do Porto,Portugal,2024,12
PHYS,Tong J.,Global solutions to the tangential Peskin problem in 2-D,Nonlinearity,10.1088/1361-6544/ad0c44,37,1,,2024-12-14,"[{'@_fa': 'true', 'affilname': 'Peking University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",-0.1234553128007165,Peking University,China,2024,12
PHYS,Li W.,Spectrality of random convolutions generated by finitely many Hadamard triples,Nonlinearity,10.1088/1361-6544/ad0d70,37,1,,2024-12-14,"[{'@_fa': 'true', 'affilname': 'East China Normal University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",4.365828789043521,East China Normal University,China,2024,12
PHYS,Brzeźniak Z.,Invariant measures for a stochastic nonlinear and damped 2D Schrödinger equation,Nonlinearity,10.1088/1361-6544/ad0f3a,37,1,,2024-12-14,"[{'@_fa': 'true', 'affilname': 'University of York', 'affiliation-city': 'York', 'affiliation-country': 'United Kingdom'}]",-0.1234553128007165,University of York,United Kingdom,2024,12
PHYS,Amorim T.d.A.,The realisation of admissible graphs for coupled vector fields,Nonlinearity,10.1088/1361-6544/ad0ca4,37,1,,2024-12-14,"[{'@_fa': 'true', 'affilname': 'Universidade de São Paulo', 'affiliation-city': 'Sao Paulo', 'affiliation-country': 'Brazil'}]",0.9988657126603426,Universidade de São Paulo,Brazil,2024,12
PHYS,Bleotu P.G.,Exploring fs-laser irradiation damage subthreshold behavior of dielectric mirrors via electrical measurements,High Power Laser Science and Engineering,10.1017/hpl.2023.98,12,,,2024-12-14,"[{'@_fa': 'true', 'affilname': 'Horia Hulubei National Institute for R&amp;D in Physics and Nuclear Engineering', 'affiliation-city': 'Magurele', 'affiliation-country': 'Romania'}, {'@_fa': 'true', 'affilname': 'Universitatea din Bucuresti', 'affiliation-city': 'Bucharest', 'affiliation-country': 'Romania'}, {'@_fa': 'true', 'affilname': 'Sorbonne Université', 'affiliation-city': 'Paris', 'affiliation-country': 'France'}]",0.9988657126603426,Horia Hulubei National Institute for R&amp;D in Physics and Nuclear Engineering,Romania,2024,12
PHYS,Gupta N.,RadioGalaxyNET: Dataset and novel computer vision algorithms for the detection of extended radio galaxies and infrared hosts,Publications of the Astronomical Society of Australia,10.1017/pasa.2023.64,41,,,2024-12-11,"[{'@_fa': 'true', 'affilname': 'Commonwealth Scientific and Industrial Research Organisation', 'affiliation-city': 'Canberra', 'affiliation-country': 'Australia'}]",0.9988657126603426,Commonwealth Scientific and Industrial Research Organisation,Australia,2024,12
PHYS,Duchesne S.W.,The Rapid ASKAP Continuum Survey V: Cataloguing the sky at 1 367.5 MHz and the second data release of RACS-mid,Publications of the Astronomical Society of Australia,10.1017/pasa.2023.60,41,,,2024-12-11,"[{'@_fa': 'true', 'affilname': 'Commonwealth Scientific and Industrial Research Organisation', 'affiliation-city': 'Canberra', 'affiliation-country': 'Australia'}]",0.9988657126603426,Commonwealth Scientific and Industrial Research Organisation,Australia,2024,12
PHYS,Zhang Y.,Theoretical analysis of frequency modulation-to-amplitude modulation on the final optics and target of the SG II-Up laser facility,High Power Laser Science and Engineering,10.1017/hpl.2023.89,12,,,2024-12-06,"[{'@_fa': 'true', 'affilname': 'University of Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shanghai Institute of Optics and Fine Mechanics Chinese Academy of Sciences', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,University of Chinese Academy of Sciences,China,2024,12
